state,date,new_results_reported_Inconclusive,new_results_reported_Negative,new_results_reported_Positive,total_results_reported_Inconclusive,total_results_reported_Negative,total_results_reported_Positive,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_suspected,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_suspected,inpatient_beds_used_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,previous_day_admission_adult_covid_confirmed_coverage,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death
UT,2020-06-25,14.0,7525.0,874.0,988.0,498999.0,30314.0,,,,,,,,,,,,,,,,19816.0,19816.0,0.0,631.0,0.0,168.0,168.0,0.0,3.0,0.0
VA,2020-06-25,25.0,12249.0,1335.0,1606.0,570966.0,110848.0,,,,,,,,,,,,,,,,60570.0,57977.0,2593.0,624.0,31.0,1700.0,1596.0,104.0,25.0,1.0
VI,2020-06-25,,2.0,0.0,,634.0,4.0,,,,,,,,,,,,,,,,81.0,,,1.0,0.0,6.0,,,0.0,0.0
VT,2020-06-25,0.0,1407.0,4.0,71.0,64087.0,1790.0,,,,,,,,,,,,,,,,1191.0,,,7.0,0.0,56.0,,,0.0,0.0
WA,2020-06-25,7.0,7674.0,444.0,404.0,498185.0,36302.0,,,,,,,,,,,,,,,,30367.0,,,498.0,0.0,1300.0,,,7.0,0.0
WI,2020-06-25,6.0,14195.0,621.0,431.0,642324.0,32870.0,,,,,,,,,,,,,,,,29105.0,26227.0,2878.0,512.0,48.0,773.0,766.0,7.0,9.0,0.0
WV,2020-06-25,3.0,2616.0,83.0,133.0,159045.0,4620.0,,,,,,,,,,,,,,,,2694.0,2601.0,93.0,65.0,5.0,92.0,,,0.0,0.0
WY,2020-06-25,0.0,1079.0,23.0,48.0,55833.0,1822.0,,,,,,,,,,,,,,,,1326.0,1052.0,274.0,44.0,8.0,20.0,20.0,0.0,0.0,0.0
AK,2020-06-26,1.0,4005.0,59.0,33.0,127634.0,1409.0,,,,,,,,,,,,,,,,839.0,,,18.0,0.0,17.0,,,1.0,0.0
AL,2020-06-26,6.0,12139.0,1912.0,1299.0,486781.0,62597.0,,,,,,,,,,,,,,,,41775.0,40355.0,1420.0,1187.0,63.0,1262.0,1173.0,89.0,13.0,0.0
AR,2020-06-26,3.0,6848.0,768.0,171.0,278999.0,20581.0,,,,,,,,,,,,,,,,18740.0,,,678.0,0.0,249.0,,,7.0,0.0
AS,2020-06-26,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
AZ,2020-06-26,25.0,13139.0,3511.0,713.0,554762.0,73823.0,,,,,,,,,,,,,,,,66458.0,66055.0,403.0,3428.0,7.0,1535.0,1435.0,100.0,45.0,3.0
CA,2020-06-26,492.0,89148.0,9613.0,17825.0,3671448.0,252921.0,,,,,,,,,,,,,,,,200461.0,,,4890.0,0.0,5812.0,,,79.0,0.0
CO,2020-06-26,10.0,9033.0,327.0,971.0,293888.0,19901.0,,,,,,,,,,,,,,,,31796.0,28972.0,2824.0,317.0,19.0,1673.0,1342.0,331.0,4.0,-1.0
CT,2020-06-26,12.0,10618.0,163.0,1355.0,337166.0,57642.0,,,,,,,,,,,,,,,,46059.0,44086.0,1973.0,65.0,-3.0,4307.0,3440.0,867.0,9.0,3.0
DC,2020-06-26,1.0,1798.0,47.0,113.0,83066.0,13962.0,,,,,,,,,,,,,,,,10185.0,,,26.0,0.0,546.0,,,3.0,0.0
DE,2020-06-26,1.0,4447.0,150.0,238.0,126410.0,14116.0,,,,,,,,,,,,,,,,11107.0,10062.0,1045.0,90.0,0.0,507.0,449.0,58.0,0.0,0.0
FL,2020-06-26,207.0,74448.0,14277.0,4633.0,2476294.0,267510.0,,,,,,,,,,,,,,,,120574.0,,,8850.0,0.0,3366.0,,,39.0,0.0
FSM,2020-06-26,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-06-26,10.0,25423.0,3260.0,1602.0,812357.0,82842.0,,,,,,,,,,,,,,,,73458.0,72148.0,1310.0,2076.0,151.0,2770.0,2770.0,0.0,25.0,0.0
GU,2020-06-26,,560.0,3.0,,14271.0,510.0,,,,,,,,,,,,,,,,247.0,,,0.0,0.0,5.0,,,0.0,0.0
HI,2020-06-26,0.0,1497.0,9.0,270.0,86612.0,1143.0,,,,,,,,,,,,,,,,855.0,,,6.0,0.0,17.0,,,0.0,0.0
IA,2020-06-26,30.0,9568.0,547.0,1282.0,337614.0,32971.0,,,,,,,,,,,,,,,,27685.0,,,428.0,0.0,704.0,,,9.0,0.0
ID,2020-06-26,2.0,2300.0,349.0,72.0,116918.0,8041.0,,,,,,,,,,,,,,,,5148.0,4629.0,519.0,283.0,20.0,90.0,70.0,20.0,0.0,0.0
IL,2020-06-26,67.0,34160.0,1264.0,4635.0,1294506.0,157366.0,,,,,,,,,,,,,,,,141344.0,140291.0,1053.0,910.0,53.0,7048.0,6847.0,201.0,34.0,-3.0
IN,2020-06-26,6.0,15002.0,708.0,1866.0,691648.0,74228.0,,,,,,,,,,,,,,,,44140.0,,,485.0,0.0,2595.0,2403.0,192.0,9.0,0.0
KS,2020-06-26,5.0,5385.0,630.0,694.0,232600.0,20274.0,,,,,,,,,,,,,,,,13538.0,13227.0,311.0,568.0,44.0,264.0,,,3.0,0.0
KY,2020-06-26,3.0,6406.0,480.0,152.0,289096.0,27598.0,,,,,,,,,,,,,,,,14859.0,14401.0,458.0,242.0,23.0,553.0,550.0,3.0,7.0,-1.0
LA,2020-06-26,14.0,19070.0,1937.0,1344.0,719398.0,99042.0,,,,,,,,,,,,,,,,54769.0,,,1354.0,0.0,3190.0,3077.0,113.0,26.0,0.0
MA,2020-06-26,13.0,11239.0,304.0,3916.0,854893.0,132099.0,,,,,,,,,,,,,,,,108070.0,103071.0,4999.0,233.0,84.0,8013.0,7815.0,198.0,50.0,11.0
MD,2020-06-26,38.0,11758.0,814.0,1886.0,627807.0,100733.0,,,,,,,,,,,,,,,,66450.0,,,335.0,0.0,3157.0,3030.0,127.0,15.0,0.0
ME,2020-06-26,1.0,1944.0,48.0,145.0,91408.0,3544.0,,,,,,,,,,,,,,,,3102.0,2758.0,344.0,32.0,5.0,103.0,103.0,0.0,0.0,0.0
MH,2020-06-26,,0.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,2020-06-26,49.0,22695.0,661.0,3392.0,978730.0,92461.0,,,,,,,,,,,,,,,,69329.0,62695.0,6634.0,340.0,-49.0,6134.0,5888.0,246.0,1.0,-1.0
MN,2020-06-26,5.0,7373.0,338.0,852.0,540915.0,41636.0,,,,,,,,,,,,,,,,34616.0,,,0.0,0.0,1446.0,1411.0,35.0,0.0,0.0
MO,2020-06-26,1.0,1046.0,134.0,438.0,221603.0,19452.0,,,,,,,,,,,,,,,,23002.0,,,576.0,7.0,990.0,,,8.0,0.0
MP,2020-06-26,,23.0,0.0,,10541.0,78.0,,,,,,,,,,,,,,,,30.0,30.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
MS,2020-06-26,13.0,3845.0,632.0,1054.0,228379.0,26355.0,,,,,,,,,,,,,,,,25531.0,25368.0,163.0,1015.0,5.0,1035.0,1018.0,17.0,19.0,0.0
MT,2020-06-26,1.0,3558.0,78.0,38.0,107215.0,1823.0,,,,,,,,,,,,,,,,852.0,852.0,0.0,23.0,0.0,22.0,22.0,0.0,0.0,0.0
NC,2020-06-26,35.0,18069.0,2281.0,765.0,635800.0,76623.0,,,,,,,,,,,,,,,,58867.0,58818.0,49.0,1649.0,14.0,1303.0,1303.0,0.0,13.0,0.0
ND,2020-06-26,5.0,2514.0,24.0,272.0,173671.0,4825.0,,,,,,,,,,,,,,,,3421.0,3421.0,0.0,28.0,0.0,87.0,,,9.0,9.0
NE,2020-06-26,11.0,8014.0,731.0,501.0,251834.0,44158.0,,,,,,,,,,,,,,,,18524.0,,,178.0,0.0,266.0,,,6.0,0.0
NH,2020-06-26,9.0,2964.0,69.0,142.0,139191.0,7308.0,,,,,,,,,,,,,,,,5638.0,,,0.0,0.0,357.0,,,0.0,0.0
NJ,2020-06-26,24.0,24869.0,514.0,2624.0,878679.0,62327.0,,,,,,,,,,,,,,,,171476.0,,,412.0,24.0,14914.0,13060.0,1854.0,42.0,0.0
NM,2020-06-26,1.0,5466.0,248.0,177.0,331841.0,15270.0,,,,,,,,,,,,,,,,11408.0,,,216.0,0.0,489.0,,,4.0,0.0
NV,2020-06-26,6.0,6599.0,952.0,298.0,331389.0,24594.0,,,,,,,,,,,,,,,,15472.0,,,387.0,6.0,520.0,,,3.0,0.0
NY,2020-06-26,91.0,65954.0,911.0,10057.0,3470237.0,482470.0,,,,,,,,,,,,,,,,393041.0,211229.0,4662.0,749.0,-6.0,31095.0,17779.0,4662.0,29.0,-6.0
OH,2020-06-26,32.0,19934.0,1050.0,1521.0,735835.0,55104.0,,,,,,,,,,,,,,,,48638.0,45172.0,3466.0,987.0,36.0,2788.0,2545.0,243.0,16.0,1.0
OK,2020-06-26,10.0,4582.0,1158.0,169.0,245628.0,31553.0,,,,,,,,,,,,,,,,16741.0,,,661.0,0.0,423.0,423.0,0.0,4.0,0.0
OR,2020-06-26,13.0,7197.0,282.0,491.0,326100.0,10821.0,,,,,,,,,,,,,,,,7818.0,7818.0,0.0,250.0,0.0,202.0,202.0,0.0,5.0,0.0
PA,2020-06-26,17.0,18686.0,770.0,2021.0,928681.0,117165.0,,,,,,,,,,,,,,,,84991.0,82554.0,2437.0,621.0,23.0,6603.0,,,24.0,12.0
PR,2020-06-26,0.0,928.0,8.0,39.0,64337.0,816.0,,,,,,,,,,,,,,,,7066.0,1602.0,5464.0,144.0,125.0,152.0,58.0,94.0,1.0,0.0
PW,2020-06-26,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
RI,2020-06-26,0.0,2358.0,97.0,350.0,212280.0,29794.0,,,,,,,,,,,,,,,,16678.0,,,61.0,0.0,960.0,,,1.0,0.0
RMI,2020-06-26,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2020-06-26,10.0,9111.0,2431.0,471.0,336067.0,44832.0,,,,,,,,,,,,,,,,31220.0,31099.0,121.0,1289.0,21.0,747.0,,,10.0,0.0
SD,2020-06-26,1.0,1314.0,68.0,117.0,66620.0,3646.0,,,,,,,,,,,,,,,,6535.0,,,56.0,0.0,88.0,87.0,1.0,1.0,0.0
TN,2020-06-26,64.0,17224.0,2611.0,2627.0,843141.0,78504.0,,,,,,,,,,,,,,,,39444.0,39149.0,295.0,1410.0,14.0,577.0,552.0,25.0,10.0,-2.0
TX,2020-06-26,139.0,56135.0,15912.0,2854.0,1974788.0,260667.0,,,,,,,,,,,,,,,,137624.0,,,5707.0,0.0,2899.0,,,72.0,0.0
UT,2020-06-26,13.0,8888.0,916.0,1001.0,507887.0,31230.0,,,,,,,,,,,,,,,,20481.0,20481.0,0.0,665.0,0.0,168.0,168.0,0.0,0.0,0.0
VA,2020-06-26,17.0,11130.0,1060.0,1623.0,582096.0,111908.0,,,,,,,,,,,,,,,,61247.0,58611.0,2636.0,677.0,43.0,1724.0,1620.0,104.0,24.0,0.0
VI,2020-06-26,,4.0,0.0,,638.0,4.0,,,,,,,,,,,,,,,,81.0,,,0.0,0.0,6.0,,,0.0,0.0
VT,2020-06-26,2.0,1871.0,5.0,73.0,65958.0,1795.0,,,,,,,,,,,,,,,,1198.0,,,7.0,0.0,56.0,,,0.0,0.0
WA,2020-06-26,4.0,10280.0,580.0,408.0,508465.0,36882.0,,,,,,,,,,,,,,,,30855.0,,,488.0,0.0,1304.0,,,4.0,0.0
WI,2020-06-26,11.0,15858.0,734.0,442.0,658182.0,33604.0,,,,,,,,,,,,,,,,29668.0,26747.0,2921.0,563.0,43.0,773.0,766.0,7.0,0.0,0.0
WV,2020-06-26,0.0,2529.0,71.0,133.0,161574.0,4691.0,,,,,,,,,,,,,,,,2730.0,2637.0,93.0,36.0,0.0,92.0,,,0.0,0.0
WY,2020-06-26,0.0,1285.0,28.0,48.0,57118.0,1850.0,,,,,,,,,,,,,,,,1368.0,1079.0,289.0,42.0,15.0,20.0,20.0,0.0,0.0,0.0
AK,2020-06-27,0.0,2118.0,20.0,33.0,129752.0,1429.0,,,,,,,,,,,,,,,,858.0,,,19.0,0.0,17.0,,,0.0,0.0
AL,2020-06-27,10.0,11134.0,1689.0,1309.0,497915.0,64286.0,,,,,,,,,,,,,,,,42543.0,41092.0,1451.0,768.0,31.0,1283.0,1191.0,92.0,21.0,3.0
AR,2020-06-27,1.0,5754.0,362.0,172.0,284753.0,20943.0,,,,,,,,,,,,,,,,19310.0,,,570.0,0.0,259.0,,,10.0,0.0
AS,2020-06-27,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
AZ,2020-06-27,27.0,17430.0,4234.0,740.0,572192.0,78057.0,,,,,,,,,,,,,,,,70051.0,69641.0,410.0,3593.0,7.0,1579.0,1479.0,100.0,44.0,0.0
CA,2020-06-27,359.0,82149.0,8587.0,18184.0,3753597.0,261508.0,,,,,,,,,,,,,,,,206433.0,,,5972.0,0.0,5872.0,,,60.0,0.0
CO,2020-06-27,7.0,6194.0,258.0,978.0,300082.0,20159.0,,,,,,,,,,,,,,,,32022.0,29194.0,2828.0,226.0,4.0,1674.0,1343.0,331.0,1.0,0.0
CT,2020-06-27,25.0,10873.0,127.0,1380.0,348039.0,57769.0,,,,,,,,,,,,,,,,46206.0,44225.0,1981.0,147.0,8.0,4311.0,3443.0,868.0,4.0,1.0
DC,2020-06-27,0.0,2055.0,44.0,113.0,85121.0,14006.0,,,,,,,,,,,,,,,,10216.0,,,31.0,0.0,548.0,,,2.0,0.0
DE,2020-06-27,6.0,3087.0,200.0,244.0,129497.0,14316.0,,,,,,,,,,,,,,,,11253.0,10189.0,1064.0,146.0,19.0,507.0,449.0,58.0,0.0,0.0
FL,2020-06-27,171.0,63618.0,11636.0,4804.0,2539912.0,279146.0,,,,,,,,,,,,,,,,130092.0,,,9518.0,0.0,3390.0,,,24.0,0.0
FSM,2020-06-27,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-06-27,3.0,12050.0,1906.0,1605.0,824407.0,84748.0,,,,,,,,,,,,,,,,75410.0,74091.0,1319.0,1952.0,9.0,2776.0,2776.0,0.0,6.0,0.0
GU,2020-06-27,,421.0,6.0,,14692.0,516.0,,,,,,,,,,,,,,,,247.0,,,0.0,0.0,5.0,,,0.0,0.0
HI,2020-06-27,1.0,1885.0,23.0,271.0,88497.0,1166.0,,,,,,,,,,,,,,,,881.0,,,26.0,0.0,17.0,,,0.0,0.0
IA,2020-06-27,15.0,9720.0,622.0,1297.0,347334.0,33593.0,,,,,,,,,,,,,,,,28012.0,,,327.0,0.0,704.0,,,0.0,0.0
ID,2020-06-27,0.0,2961.0,419.0,72.0,119879.0,8460.0,,,,,,,,,,,,,,,,5319.0,4790.0,529.0,171.0,10.0,91.0,71.0,20.0,1.0,0.0
IL,2020-06-27,36.0,25164.0,850.0,4671.0,1319670.0,158216.0,,,,,,,,,,,,,,,,142130.0,141077.0,1053.0,786.0,0.0,7074.0,6873.0,201.0,26.0,0.0
IN,2020-06-27,21.0,14377.0,635.0,1887.0,706025.0,74863.0,,,,,,,,,,,,,,,,44575.0,,,435.0,0.0,2616.0,2424.0,192.0,21.0,0.0
KS,2020-06-27,5.0,4416.0,402.0,699.0,237016.0,20676.0,,,,,,,,,,,,,,,,13538.0,13227.0,311.0,0.0,0.0,264.0,,,0.0,0.0
KY,2020-06-27,1.0,3071.0,195.0,153.0,292167.0,27793.0,,,,,,,,,,,,,,,,15167.0,14669.0,498.0,308.0,40.0,554.0,551.0,3.0,1.0,0.0
LA,2020-06-27,17.0,11845.0,1428.0,1361.0,731243.0,100470.0,,,,,,,,,,,,,,,,54769.0,,,0.0,0.0,3190.0,3077.0,113.0,0.0,0.0
MA,2020-06-27,17.0,10451.0,254.0,3933.0,865344.0,132353.0,,,,,,,,,,,,,,,,108443.0,103376.0,5067.0,373.0,68.0,8041.0,7841.0,200.0,28.0,2.0
MD,2020-06-27,36.0,6636.0,531.0,1922.0,634443.0,101264.0,,,,,,,,,,,,,,,,66777.0,,,327.0,0.0,3168.0,3042.0,126.0,11.0,-1.0
ME,2020-06-27,1.0,1238.0,30.0,146.0,92646.0,3574.0,,,,,,,,,,,,,,,,3191.0,2838.0,353.0,89.0,9.0,104.0,103.0,1.0,1.0,1.0
MH,2020-06-27,,0.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,2020-06-27,26.0,18189.0,414.0,3418.0,996919.0,92875.0,,,,,,,,,,,,,,,,69679.0,63009.0,6670.0,350.0,36.0,6153.0,5907.0,246.0,19.0,0.0
MN,2020-06-27,3.0,4289.0,197.0,855.0,545204.0,41833.0,,,,,,,,,,,,,,,,35549.0,,,933.0,0.0,1460.0,1425.0,35.0,14.0,0.0
MO,2020-06-27,1.0,853.0,144.0,439.0,222456.0,19596.0,,,,,,,,,,,,,,,,23362.0,,,360.0,0.0,996.0,,,6.0,0.0
MP,2020-06-27,,11.0,0.0,,10552.0,78.0,,,,,,,,,,,,,,,,30.0,30.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
MS,2020-06-27,16.0,3058.0,442.0,1070.0,231437.0,26797.0,,,,,,,,,,,,,,,,25892.0,25724.0,168.0,361.0,5.0,1039.0,1022.0,17.0,4.0,0.0
MT,2020-06-27,1.0,2746.0,103.0,39.0,109961.0,1926.0,,,,,,,,,,,,,,,,852.0,852.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0
NC,2020-06-27,43.0,17326.0,1822.0,808.0,653126.0,78445.0,,,,,,,,,,,,,,,,60587.0,60537.0,50.0,1720.0,1.0,1318.0,1318.0,0.0,15.0,0.0
ND,2020-06-27,1.0,3064.0,54.0,273.0,176735.0,4879.0,,,,,,,,,,,,,,,,3458.0,3458.0,0.0,37.0,0.0,78.0,,,-9.0,-9.0
NE,2020-06-27,26.0,6527.0,521.0,527.0,258361.0,44679.0,,,,,,,,,,,,,,,,18775.0,,,251.0,0.0,267.0,,,1.0,0.0
NH,2020-06-27,5.0,2338.0,24.0,147.0,141529.0,7332.0,,,,,,,,,,,,,,,,5671.0,,,33.0,0.0,365.0,,,8.0,0.0
NJ,2020-06-27,25.0,14385.0,344.0,2649.0,893064.0,62671.0,,,,,,,,,,,,,,,,171787.0,,,311.0,22.0,14948.0,13094.0,1854.0,34.0,0.0
NM,2020-06-27,4.0,7572.0,288.0,181.0,339413.0,15558.0,,,,,,,,,,,,,,,,11619.0,,,211.0,0.0,491.0,,,2.0,0.0
NV,2020-06-27,3.0,8936.0,1137.0,301.0,340325.0,25731.0,,,,,,,,,,,,,,,,16576.0,,,1104.0,5.0,522.0,,,2.0,0.0
NY,2020-06-27,151.0,54275.0,730.0,10208.0,3524512.0,483200.0,,,,,,,,,,,,,,,,393728.0,211569.0,4670.0,687.0,8.0,31134.0,17800.0,4670.0,39.0,8.0
OH,2020-06-27,38.0,16906.0,812.0,1559.0,752741.0,55916.0,,,,,,,,,,,,,,,,49455.0,45969.0,3486.0,817.0,20.0,2804.0,2561.0,243.0,16.0,0.0
OK,2020-06-27,5.0,4894.0,655.0,174.0,250522.0,32208.0,,,,,,,,,,,,,,,,17324.0,,,583.0,0.0,426.0,426.0,0.0,3.0,0.0
OR,2020-06-27,6.0,6956.0,278.0,497.0,333056.0,11099.0,,,,,,,,,,,,,,,,8094.0,8094.0,0.0,276.0,0.0,202.0,202.0,0.0,0.0,0.0
PA,2020-06-27,15.0,18101.0,798.0,2036.0,946782.0,117963.0,,,,,,,,,,,,,,,,85496.0,83050.0,2446.0,505.0,9.0,6606.0,,,3.0,2.0
PR,2020-06-27,0.0,2571.0,9.0,39.0,66908.0,825.0,,,,,,,,,,,,,,,,7189.0,1624.0,5565.0,123.0,101.0,153.0,59.0,94.0,1.0,0.0
PW,2020-06-27,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
RI,2020-06-27,0.0,3144.0,101.0,350.0,215424.0,29895.0,,,,,,,,,,,,,,,,16715.0,,,37.0,0.0,965.0,,,5.0,0.0
RMI,2020-06-27,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC,2020-06-27,20.0,7805.0,1719.0,491.0,343872.0,46551.0,,,,,,,,,,,,,,,,32823.0,32685.0,138.0,1603.0,17.0,758.0,,,11.0,0.0
SD,2020-06-27,0.0,1480.0,62.0,117.0,68100.0,3708.0,,,,,,,,,,,,,,,,6626.0,,,91.0,0.0,91.0,90.0,1.0,3.0,0.0
TN,2020-06-27,62.0,16773.0,1983.0,2689.0,859914.0,80487.0,,,,,,,,,,,,,,,,40172.0,39848.0,324.0,728.0,29.0,584.0,560.0,24.0,7.0,-1.0
TX,2020-06-27,112.0,51679.0,12492.0,2966.0,2026467.0,273159.0,,,,,,,,,,,,,,,,143366.0,,,5742.0,0.0,2982.0,,,83.0,0.0
UT,2020-06-27,6.0,8907.0,650.0,1007.0,516794.0,31880.0,,,,,,,,,,,,,,,,20986.0,20986.0,0.0,505.0,0.0,170.0,170.0,0.0,2.0,0.0
VA,2020-06-27,22.0,10925.0,1014.0,1645.0,593021.0,112922.0,,,,,,,,,,,,,,,,61736.0,59071.0,2665.0,489.0,29.0,1732.0,1628.0,104.0,8.0,0.0
VI,2020-06-27,,6.0,0.0,,644.0,4.0,,,,,,,,,,,,,,,,81.0,,,0.0,0.0,6.0,,,0.0,0.0
VT,2020-06-27,0.0,1829.0,7.0,73.0,67787.0,1802.0,,,,,,,,,,,,,,,,1200.0,,,2.0,0.0,56.0,,,0.0,0.0
WA,2020-06-27,13.0,8488.0,422.0,421.0,516953.0,37304.0,,,,,,,,,,,,,,,,31404.0,,,549.0,0.0,1310.0,,,6.0,0.0
WI,2020-06-27,3.0,13588.0,582.0,445.0,671770.0,34186.0,,,,,,,,,,,,,,,,30227.0,27286.0,2941.0,559.0,20.0,784.0,777.0,7.0,11.0,0.0
WV,2020-06-27,0.0,2474.0,79.0,133.0,164048.0,4770.0,,,,,,,,,,,,,,,,2782.0,2689.0,93.0,52.0,0.0,93.0,,,1.0,0.0
WY,2020-06-27,0.0,1071.0,28.0,48.0,58189.0,1878.0,,,,,,,,,,,,,,,,1392.0,1097.0,295.0,24.0,6.0,20.0,20.0,0.0,0.0,0.0
AK,2020-06-28,1.0,2442.0,40.0,34.0,132194.0,1469.0,,,,,,,,,,,,,,,,887.0,,,29.0,0.0,17.0,,,0.0,0.0
AL,2020-06-28,17.0,5235.0,889.0,1326.0,503150.0,65175.0,,,,,,,,,,,,,,,,43389.0,41908.0,1481.0,846.0,30.0,1298.0,1206.0,92.0,15.0,0.0
AR,2020-06-28,2.0,5371.0,470.0,174.0,290124.0,21413.0,,,,,,,,,,,,,,,,19818.0,,,508.0,0.0,264.0,,,5.0,0.0
AS,2020-06-28,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0
AZ,2020-06-28,30.0,12860.0,3318.0,770.0,585052.0,81375.0,,,,,,,,,,,,,,,,73908.0,73497.0,411.0,3857.0,1.0,1588.0,1488.0,100.0,9.0,0.0
CA,2020-06-28,333.0,71469.0,7036.0,18517.0,3825066.0,268544.0,,,,,,,,,,,,,,,,211243.0,,,4810.0,0.0,5905.0,,,33.0,0.0
CO,2020-06-28,6.0,5195.0,145.0,984.0,305277.0,20304.0,,,,,,,,,,,,,,,,32307.0,29476.0,2831.0,285.0,3.0,1676.0,1344.0,332.0,2.0,1.0
CT,2020-06-28,9.0,6724.0,54.0,1389.0,354763.0,57823.0,,,,,,,,,,,,,,,,46303.0,44324.0,1979.0,97.0,-2.0,4316.0,3448.0,868.0,5.0,0.0
DC,2020-06-28,0.0,2079.0,50.0,113.0,87200.0,14056.0,,,,,,,,,,,,,,,,10248.0,,,32.0,0.0,550.0,,,2.0,0.0
DE,2020-06-28,2.0,3836.0,161.0,246.0,133333.0,14477.0,,,,,,,,,,,,,,,,11416.0,10344.0,1072.0,163.0,8.0,507.0,449.0,58.0,0.0,0.0
FL,2020-06-28,127.0,41517.0,9439.0,4931.0,2581429.0,288585.0,,,,,,,,,,,,,,,,138567.0,,,8475.0,0.0,3419.0,,,29.0,0.0
FSM,2020-06-28,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,2020-06-28,3.0,5057.0,1073.0,1608.0,829464.0,85821.0,,,,,,,,,,,,,,,,77596.0,76260.0,1336.0,2186.0,17.0,2778.0,2778.0,0.0,2.0,0.0
GU,2020-06-28,,200.0,0.0,,14892.0,516.0,,,,,,,,,,,,,,,,253.0,,,6.0,0.0,5.0,,,0.0,0.0
HI,2020-06-28,0.0,926.0,14.0,271.0,89423.0,1180.0,,,,,,,,,,,,,,,,883.0,,,2.0,0.0,18.0,,,1.0,0.0
IA,2020-06-28,4.0,5678.0,283.0,1301.0,353012.0,33876.0,,,,,,,,,,,,,,,,28489.0,,,477.0,0.0,705.0,,,1.0,0.0
ID,2020-06-28,0.0,1770.0,331.0,72.0,121649.0,8791.0,,,,,,,,,,,,,,,,5319.0,4790.0,529.0,0.0,0.0,91.0,71.0,20.0,0.0,0.0
IL,2020-06-28,20.0,20291.0,709.0,4691.0,1339961.0,158925.0,,,,,,,,,,,,,,,,142776.0,141723.0,1053.0,646.0,0.0,7089.0,6888.0,201.0,15.0,0.0
IN,2020-06-28,13.0,11591.0,503.0,1900.0,717616.0,75366.0,,,,,,,,,,,,,,,,44930.0,,,355.0,0.0,2619.0,2427.0,192.0,3.0,0.0
KS,2020-06-28,4.0,3004.0,223.0,703.0,240020.0,20899.0,,,,,,,,,,,,,,,,13538.0,13227.0,311.0,0.0,0.0,264.0,,,0.0,0.0
KY,2020-06-28,1.0,3030.0,249.0,154.0,295197.0,28042.0,,,,,,,,,,,,,,,,15232.0,14732.0,500.0,65.0,2.0,558.0,555.0,3.0,4.0,0.0
LA,2020-06-28,9.0,9292.0,1151.0,1370.0,740535.0,101621.0,,,,,,,,,,,,,,,,56236.0,,,1467.0,0.0,3199.0,3086.0,113.0,9.0,0.0
MA,2020-06-28,16.0,7988.0,170.0,3949.0,873332.0,132523.0,,,,,,,,,,,,,,,,108667.0,103539.0,5128.0,224.0,61.0,8060.0,7860.0,200.0,19.0,0.0
MD,2020-06-28,14.0,12868.0,833.0,1936.0,647311.0,102097.0,,,,,,,,,,,,,,,,67254.0,,,477.0,0.0,3175.0,3048.0,127.0,7.0,1.0
ME,2020-06-28,0.0,1375.0,24.0,146.0,94021.0,3598.0,,,,,,,,,,,,,,,,3221.0,2861.0,360.0,30.0,7.0,105.0,104.0,1.0,1.0,0.0
MH,2020-06-28,,0.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
